Step,polynomial_neg-cft_noskewed - inner_product,polynomial_uft_noskewed - inner_product,polynomial_cft_noskewed - inner_product,sumdot_neg-cft_skewed - inner_product,sumdot_uft_skewed - inner_product,sumdot_cft_skewed - inner_product
2100,0.16813987400382800,0.15966363938059700,0.9074270455166700,0.3179539814009330,0.9544427068904040,0.4724946797359740
2200,0.18897891996312000,0.1623462725619900,0.9346639392897490,0.2842451110482220,0.9675844935700300,0.6558940894901750
2300,0.21378279538475900,0.18669925344875100,0.9677896862849590,0.34583227800612800,0.965292532928288,0.6723932408494880
2400,0.16872248676372700,0.17763238941552100,0.9650385975837710,0.24476098260493000,0.9619486313313250,0.7418187959119680
2500,0.18821580962685400,0.19644866458838800,0.9693615008145570,0.3610559500812090,0.9702206961810590,0.7368155578151350
2600,0.14874660223722500,0.1757979354588320,0.9332857644185420,0.27578819752670800,0.9674332020804290,0.807685153442435
2700,0.16131968930130800,0.1768347754550630,0.9049667334184050,0.3138676076196130,0.9732101960107680,0.7910304516553880
2800,0.176664310391061,0.1849229664367160,0.9739947998896240,0.41014998947503000,0.9776859758421780,0.8287743003456850
2900,0.17938732280163100,0.18295261735329400,0.8851359044201670,0.37204490491421900,0.9766487330198290,0.8518704068847000
3000,0.2163013950921600,0.17932765890145700,0.9683096436783670,0.4156718928134070,0.9676106702536350,0.7656151475384830
3100,0.1622147765592670,0.17074454226531100,0.9273076551035050,0.41087141567550100,0.9633821668103340,0.8431198479374870
3200,0.18260753707727400,0.16571648148237700,0.9990552421659230,0.3972520674869880,0.9714080970734360,0.8198707702104000
3300,0.16849404841195800,0.22061343875248000,0.8785722181200980,0.4582581801805650,0.9734488325193520,0.8560333894565700
3400,0.18322273902595000,0.18134246743284200,0.9982864428311590,0.39855316845933000,0.9783538030460480,0.8707486833445730
3500,0.18087473715422700,0.14945327330497100,0.9216332705691460,0.409184567455668,0.9697064096108080,0.8949669953435660
3600,0.15662085579242600,0.20261653797933800,0.9975789515301590,0.3582062537316230,0.9237426474574020,0.8400046867318450
3700,0.17664242323371600,0.2153222484048460,0.9680695477873090,0.5013673133798880,0.9676206894218920,0.8758029385935520
3800,0.19158892455743600,0.1760833156586160,0.9986088322475550,0.45417747361352700,0.9555504641029980,0.9107319368049500
3900,0.17083590058609800,0.17646665481152000,0.9992340244352820,0.5050527262501420,0.9665585411712530,0.8350638665724550
4000,0.184741268545622,0.17011710937367800,0.9981081215664740,0.37615953033673600,0.9285324336960910,0.9098286340013150
4100,0.1858119760581760,0.2177796759060580,0.9656022302806380,0.42689941852586300,0.9675004910677670,0.9155865730717780
4200,0.20051043055718800,0.18392018659506000,0.9991283342242240,0.42027884064009400,0.9526405399665240,0.9343961738049980
4300,0.1816315350588410,0.17236619046889200,0.9472813783213500,0.37482733954675500,0.9434534199535850,0.9462412195280190
4400,0.1683141408720990,0.16249791855807400,0.9095921302214270,0.3905534881632780,0.9271967330714690,0.885379082756117
4500,0.18038323923246900,0.20223759720102000,0.9992518341168760,0.4624732260417660,0.9463811081950550,0.9241947587579490
4600,0.16809487924911100,0.18453109191614200,0.9877358279190960,0.3672804755915420,0.9083260628394780,0.896554138395004
4700,0.18950351083185500,0.18157994930516000,0.9700988195836540,0.5208529520314190,0.9377987501211460,0.902483812533319
4800,0.1718262224458160,0.1614481543947480,0.9986438155174260,0.4757633326225910,0.9662044392898680,0.9373494014143940
4900,0.18949679136858300,0.18970794157940000,0.9925423571839930,0.3357650996185840,0.9391099393833430,0.9262302443385120
5000,0.16758389575989000,0.18031422287458600,0.9995151087641720,0.38440858805552100,0.9626309964805840,0.8472895690938460
5100,0.18128879880532600,0.15335127752041400,0.9079631175845860,0.3922138342168180,0.9409383188467470,0.9226879966445270
5200,0.1786271260061770,0.20494730232167100,0.9995767725631600,0.3259001364931460,0.8764310372062030,0.9043483999557790
5300,0.16323275910690400,0.179728529707063,0.9946090262383220,0.35567871283274100,0.9534521382302050,0.8918516121339050
5400,0.183944538643118,0.164439947984647,0.9680774314329030,0.37230738380458200,0.9261320815421640,0.9195109438151120
5500,0.2043463689624330,0.200836809061002,0.9689790587872270,0.31303934002062300,0.9289214839227500,0.9306170558556910
5600,0.20320008834824000,0.17541705537587400,0.9519882349995900,0.34392747801030100,0.9230510829947890,0.9423299971967940
5700,0.16229120822390500,0.18453682778636000,0.9925762694329020,0.3535682298243050,0.9033878254704180,0.837604193831794
5800,0.1825228563102430,0.17520621791482000,0.9358997897943480,0.4552489081979730,0.9124292188789700,0.9135116310790180
5900,0.20195865456480500,0.18697036171215600,0.9992501558735970,0.27442656623316,0.9264639363391330,0.9117187324445700
6000,0.19779745751293400,0.183668290352216,0.998946063220501,0.2520758463651870,0.9298750176094470,0.9037603191100060
6100,0.1724652239063290,0.17001459101447800,0.9929841468110680,0.2841772900428620,0.922177410684526,0.9118280224502090
6200,0.1971245245076720,0.16294912615558100,0.9989386480301620,0.3526060190051790,0.9016971577657390,0.9189346237108110
6300,0.20172701630508500,0.17945230583427500,0.9635314522311090,0.33109864554717200,0.9437209906755020,0.9074641014449300
6400,0.17407832061871900,0.19207523157820100,0.9399254759773610,0.3231968284235340,0.8730071451282130,0.9034838024526830
6500,0.18621579895261700,0.179605784767773,0.9990966469049450,0.2793147547636180,0.8746989443898200,0.912906598765403
6600,0.1772558448719790,0.15515663742553400,0.9988462869077920,0.3482639272988310,0.8702511431183670,0.8419310193276030
6700,0.18241039424901800,0.1734735514037310,0.9989587534219030,0.3453850000514650,0.9314800156280400,0.8973359159426760
6800,0.1981437026988720,0.16249579735449500,0.9678536960855130,0.26505678688408800,0.9126459788531070,0.927248970605433
6900,0.20499965373892300,0.170083848410286,0.9705938585102560,0.3432800251757730,0.9335183367365970,0.8926546850707380
7000,0.14304535505652900,0.14490369449777100,0.9991407869383690,0.3453974715957880,0.8928319368278610,0.9039894507732240
7100,0.17941605939995500,0.18457063677487900,0.9677243093028670,0.18487010628450700,0.9358470919542020,0.8808300700038670
7200,0.15365165952243800,0.19107634160900500,0.9931606482714420,0.2184789257007650,0.8545862908940760,0.8598829773254690
7300,0.17009276666794900,0.18381040438544000,0.9691249756142500,0.22613336087670200,0.9138875500066210,0.8837578746024520
7400,0.188686824956676,0.1570727535581680,0.9142333883792160,0.3241021175053900,0.9075729565229270,0.9086572886444630
7500,0.16488238054444100,0.19230885984143200,0.9995432579889890,0.20021287456620500,0.8546812048880380,0.9241119925864040
7600,0.19185728262527800,0.16572965192608500,0.9870049434248360,0.23938898573396700,0.8752286178059880,0.8658200376667080
7700,0.19043985111056800,0.18700184597400900,0.9995217984542250,0.25665640213992400,0.9319111269433050,0.9024917411152270
7800,0.18500470017897900,0.1484554217895490,0.9887297889217730,0.1557932948344390,0.8760873060673480,0.8485504449345170
7900,0.13934621441876500,0.1666878056130370,0.9693849515169860,0.22922399509116100,0.8795312512665990,0.9040795166511090
8000,0.16047133936081100,0.18965013953857100,0.9747683396562930,0.27809827445889800,0.8629407144035210,0.8751645650481810
8100,0.16886009753216100,0.18249671661760700,0.9973467672243710,0.2407307192333970,0.912180430139415,0.8943810295313600
8200,0.18883690613438400,0.16200079664122300,0.9961046669632200,0.2120625857496630,0.8422767663141710,0.882661679526791
8300,0.18093150318600200,0.17494376539252700,0.9696474066004160,0.2624359743203970,0.823102041205857,0.9548471951857210
8400,0.17190263830707400,0.16462795322877400,0.9997733132913710,0.20686965202912700,0.9148052916862070,0.8931563645601270
8500,0.19149796896090300,0.1748356639582200,0.9663360072299840,0.22557689162204000,0.9072989659616720,0.8998028563801200
8600,0.16637188545428200,0.18556927784811700,0.93870332185179,0.11976595048327000,0.943253620993346,0.8291040878975760
8700,0.21937571227317700,0.1520250315661540,0.9990688180550930,0.2081656533991920,0.9292475990951060,0.9174998067319390
8800,0.15603029256453700,0.19318882917286800,0.9993392545729880,0.23852350731613100,0.893117333529517,0.8641437904443590
8900,0.15654267519130400,0.16405215655686300,0.9993372550234200,0.23530697188107300,0.8547095648245890,0.8667034001555290
9000,0.1817244258709250,0.16863007508800400,0.9986205557361250,0.19506567297503400,0.9195146951824430,0.9162693084217610
9100,0.18324977872544000,0.16319306663353900,0.9686547750607130,0.18049984649405800,0.9192377724684780,0.9002648701425640
9200,0.15126712778874200,0.1411585228634070,0.9996544122695920,0.18252688104985300,0.9073446342372340,0.9028377102222290
9300,0.1823502315673980,0.17311412648996300,0.9906152319163080,0.15081705365446400,0.873861797619611,0.9623458562418820
9400,0.13710171487764500,0.1745519929099830,0.9685857789590960,0.252823906193953,0.8962464621290570,0.879814522806555
9500,0.19089185440680000,0.17502208988298700,0.9987439168617130,0.14129738818155600,0.8164537595584990,0.8984083388932050
9600,0.17498063106904700,0.17157975665759300,0.9784191569779070,0.13436354277655500,0.926466649863869,0.9194919154979290
9700,0.17001763297594200,0.18950118163775200,0.9687146544456480,0.09898018726380540,0.9433653289452200,0.9004234975436700
9800,0.19897077698260500,0.17872895544860500,0.9985919184982780,0.11450299111311300,0.810754522040952,0.9403148647397760
9900,0.19232659821864200,0.20073800877435100,0.9972449755296110,0.26246531860670100,0.8500277309212830,0.9485007263720040
10000,0.13252962726983200,0.16547634985181500,0.9992177849635480,0.13949462611344600,0.8922681821277370,0.9337458750233050
10100,0.1698228238383310,0.16872338372923000,0.9995984071865680,0.23681205389584600,0.8724014193285260,0.9480706220492720
10200,0.19090229616267600,0.13105788436951100,0.9997078645974400,0.07686285339877940,0.8944036655593660,0.9475218476727610
10300,0.2238843873492440,0.19359910115599600,0.9994581192731860,0.18584501673467500,0.9064736771397290,0.8937598266638820
10400,0.14916756324237200,0.1565351304889190,0.9992846297100190,0.10714802780421500,0.9377535968087610,0.9395430590957400
10500,0.18474257182970200,0.17645119797089100,0.9428720008581880,0.20083682634867700,0.8730477918870750,0.9286445386242120
10600,0.17278796707978500,0.16105635091662400,0.9582834495231510,0.1841884402820140,0.9125206540338700,0.9179003569297490
10700,0.20707795760245100,0.17017453641165000,0.9711112678051000,0.1339157533366230,0.9138191372621800,0.9061243718024340
10800,0.1639612381113690,0.1652327673509720,0.9990527341142300,0.10273651889292500,0.8920248115900900,0.923827545135282
10900,0.1668110289319880,0.14810489473165900,0.9985821433365350,0.11579116072971400,0.9181526598986240,0.7591626553912650
11000,0.1694048159988600,0.19562430182122600,0.9685036996379500,0.1159275678510310,0.8919554559979590,0.9397983402013780
11100,0.19174947735155,0.1681362756062300,0.9990198146551850,0.10526168229989700,0.8475132894236590,0.8203208199702200
11200,0.19391616841312500,0.1982508254586720,0.9988656928762790,0.13440572516992700,0.9119730838574470,0.8606117067392920
11300,0.17874515225412300,0.1772705851471980,0.9996150489896540,0.07632724207360300,0.8679922277806330,0.7982476521283390
11400,0.19788133661495500,0.19449396344134600,0.9996923273429280,0.08891318732639780,0.8785500273806970,0.9042213670909410
11500,0.19617087434744500,0.16423421062063400,0.9400802785530690,0.11045991026912800,0.8708266095491130,0.892563683912158
11600,0.18101541133364700,0.18672888237051700,0.9929715087637310,0.06954479694832120,0.8613806832581760,0.7896290247445000
11700,0.18257887684740100,0.1745019326917830,0.9997160853818060,0.1346667460165920,0.9273488018661740,0.8085067246574910
11800,0.16821469049318700,0.17473133036401100,0.9996154196560380,0.092600830597803,0.8083234196528790,0.9430192845175040
11900,0.17938369952025800,0.20153987396042800,0.9706386607140300,0.14546332060126600,0.8617406201083210,0.9476087503135200
12000,0.16195921355392800,0.19580071308882900,0.9664400089532140,0.18286037049256300,0.895530752139166,0.7425840218784290
12100,0.17788106121588500,0.20513715082779500,0.9685744326561690,0.0860852511250414,0.8602967662736770,0.8089721952565010
12200,0.17628751933807500,0.17354958920623200,0.968629514798522,0.0720675681513967,0.9062597355805340,0.8034106633858760
12300,0.14065925279283000,0.20260000167763800,0.9991575656458740,0.1014314802014270,0.9192489185370510,0.9227715069428090
12400,0.200386093754787,0.18660109012853400,0.9984538350254300,0.0906535471585812,0.9208241153974090,0.9294413620373230
12500,0.20802981665474400,0.18891154980519800,0.9994840575382110,0.06765590532450010,0.8710539492312820,0.838172246934846
12600,0.1441678858245720,0.19175851001637100,0.9992786385118960,0.1329547357163390,0.8731917713303120,0.8920716278953480
12700,0.13682075988617700,0.23974474519491200,0.9945851964876060,0.14338798727840200,0.9177449163980780,0.8522691398393360
12800,0.18640600284561500,0.23215002310462300,0.9489881442859770,0.1630431415978820,0.9563095886260270,0.9182422216981650
12900,0.17650007462361800,0.18808426253963300,0.9963002623990180,0.1553189261467200,0.8279805602505800,0.8671951058786360
13000,0.1725265898858200,0.08731513377279040,0.9997813468799000,0.08959169295849280,0.9000906151486560,0.8936519790440800
13100,0.17418847186490900,0.08033516729483380,0.9997374573722480,0.05217965733027090,0.851059237960726,0.8741888056392780
13200,0.16906492374255300,0.11861177039099900,0.9644783493131400,0.0664277819741983,0.9340876298956570,0.7789712115190920
13300,0.19034000596730000,0.14614512275147700,0.9997407356277110,0.07017085450934250,0.9533333154395220,0.8857275940827090
13400,0.15576347365276900,0.13357989888754700,0.9069101540371780,0.0955972256779205,0.8499658434884620,0.9370273137465120
13500,0.16244970457046300,0.12303787461132700,0.9986939961090680,0.12011765269562600,0.9360541417263450,0.8268319563940170
13600,0.14652504795230900,0.1745545510784720,0.9991773823276160,0.09051331348018720,0.8961565940408040,0.8419336263323200
13700,0.19384353724308300,0.1935092921485190,0.9996963674202560,0.004685819032602010,0.8838550571817910,0.9311346653848890
13800,0.19430988922249500,0.16460620722500600,0.9687418006360530,0.06954059924464670,0.8964078924618660,0.8539210499729960
13900,0.16834046639269200,0.1710148460115310,0.9407603787258270,0.08707017989945600,0.8957609795033930,0.8255845096427950
14000,0.1643846644437870,0.1816898302640770,0.9784373617731040,0.07003482243453620,0.8467278726166110,0.8740409356541930
14100,0.1937923437799330,0.1673620471265170,0.9983450900763270,0.12337270571151700,0.9519771123304960,0.9486602479591970
14200,0.20610640554514200,0.1895478762453420,0.9973712079226970,0.03317437582882120,0.9528648206032810,0.9237729916349050
14300,0.18286371164140300,0.18427840105141500,0.9985478054732080,0.049827763403300200,0.9436872592195870,0.9517179494723680
14400,0.17285099989385300,0.15715712314704400,0.9686595210805540,0.09199436847120520,0.8871029606089000,0.8744356844108550
14500,0.17797866629553000,0.17099935002625000,0.9991953605785970,0.14030374982394300,0.8556057914393020,0.9247492053546010
14600,0.18593027570750600,0.15951750293606900,0.9996946519240740,0.1407669094915040,0.9237954703276050,0.9613955337554220
14700,0.152962846274022,0.1980610124883240,0.984321036376059,0.07206664071418350,0.8793639070936480,0.9305101432837550
14800,0.17958054901100700,0.1641746768145820,0.901489001698792,0.04877357935765760,0.8958859106060120,0.8132992851315070
14900,0.17911916133016300,0.15482693270314500,0.9474530913867060,0.04657238477375360,0.9368776944465940,0.8954378365306180
15000,0.19058484851848300,0.18662751247757100,0.9682274553924800,0.017193905921885700,0.9142179363407200,0.5828994318144400
15100,0.19341547030489900,0.16205020071356600,0.9998078886419540,0.07651207118760790,0.9156785346567630,0.7989120010170150
15200,0.17191419427399500,0.20577949291328000,0.9992172131314870,0.11157559661660300,0.8924744826508690,0.9093476587440820
15300,0.18267976015340500,0.16671767682419200,0.9995328169316050,0.10018048621714100,0.9423616616986690,0.8347762279445310
15400,0.19622570322826500,0.17308963887626300,0.9955251282081010,0.08757565938867630,0.8918484566966070,0.9303869614377620
15500,0.1696496477816250,0.1760745110514110,0.9705107258632780,0.0853881926741451,0.8674174430780110,0.857155714998953
15600,0.1723654536763210,0.17352846162975800,0.9986376371234660,0.036977971147280200,0.9049103017896410,0.8155848679598420
15700,0.19959729467518600,0.1758081698208120,0.9997690450400110,0.0528067589038983,0.9279312310973180,0.9230209866072980
15800,0.15952695184387300,0.16040609334595500,0.9980192184448240,0.11275097791804000,0.8908261030446740,0.7495071094017480
15900,0.15353444416541600,0.15301052742870500,0.9728487571701410,0.12461365532362800,0.900404253625311,0.9457724438980220
16000,0.1940427016816100,0.17568710973137100,0.9991142889484760,0.09605652288882990,0.9586857738904660,0.8433664072072130
16100,0.1811410861555490,0.19807116483571000,0.9695224119350310,0.026015000592451500,0.8679384998977180,0.8491743063787000
16200,0.20141717052320000,0.1795098172078720,0.9682600162923340,0.04694647679571060,0.9402545411139730,0.8464543963782490
16300,0.19892171025276200,0.18772104667732500,0.9966953136026860,0.0986658702022396,0.8538432696368550,0.9077948364429180
16400,0.1678655727300790,0.1720261097070760,0.9970547910779720,0.0029833156731911000,0.9240905008045960,0.9329796792007980
16500,0.13609919101872900,0.17259697694680700,0.9787407470867040,0.06747432645352090,0.925077086314559,0.9337000786326830
16600,0.18654903504648200,0.22844839704339400,0.958568014902994,0.07856424973579120,0.8711956437909980,0.9426228674128650
16700,0.1788081843405960,0.18023731361609000,0.9997581671923400,-0.011825085035525300,0.9819934824481610,0.8690351550467310
16800,0.1719800322316590,0.1969336204638240,0.9981867196038370,-0.0023139486547734100,0.9218971233349290,0.9353469768539070
16900,0.16862547682831100,0.16812394495355000,0.9408398391678930,0.10153384867589900,0.9546267075929790,0.8083469897974280
17000,0.20448913966538400,0.1857266370789150,0.9991176947951320,0.0685853492905153,0.8784806773765010,0.9168074221815910
17100,0.15568449345300900,0.16722336551174500,0.9826749856583770,0.05709822347853330,0.8351472559152170,0.8438398097641770
17200,0.17031256627524300,0.1325580257398540,0.9987240750342610,0.01934493298176680,0.817732411029283,0.8577681011520330
17300,0.19022312096785800,0.16447085118852600,0.9988982863724230,0.06978135922690850,0.9255993074039000,0.9192319319117810
17400,0.19944072229554900,0.17780257125559700,0.9891826389357450,0.031843332515563800,0.9252845250302930,0.9222820242866870
17500,0.1641185322077950,0.18432473886059600,0.9988297233358030,0.027271745027974200,0.9312227796763180,0.9100732760271060
17600,0.2000342889514290,0.15718644147273200,0.980906730517745,-0.029681671323487500,0.9612501189112660,0.8506214434746650
17700,0.15551843657158300,0.16434352629585200,0.9996023280546070,0.051955051836557700,0.8273722330923190,0.8654694939032200
17800,0.16916225587192500,0.20013255445519500,0.9997406443580990,0.06147471170697830,0.9586314368061720,0.8572747923899440
17900,0.15479435835732100,0.17901551519753400,0.996483433060348,0.06743607786484060,0.9035574712324890,0.8602719807531690
18000,0.17783836473245200,0.20638632265036000,0.9944345345720650,0.10476897431362900,0.9138366644037890,0.8479078010423110
18100,0.17925595137057800,0.19509065967577000,0.999749131500721,0.09995791484834630,0.9358288981020450,0.9262794516980650
18200,0.14930701957200700,0.16905082526500300,0.9997964296489950,0.1402707361849030,0.8777066444745290,0.9303183297161010
18300,0.17466984764905600,0.18184791191015400,0.9957388751208780,0.06373240982065910,0.8961222728248690,0.9410563933197410
18400,0.1680707256309690,0.19047296227654400,0.9967016773298380,0.016542310593649700,0.9254165623569860,0.8960708058439200
18500,0.1520004305493790,0.1958956720191050,0.9994455920532350,0.02682473137974740,0.9014508076943460,0.8372051502810790
18600,0.1955386073095720,0.18180105596547900,0.9396559521555900,0.009036508447024970,0.8920719641027970,0.885721106082201
18700,0.17172108439263000,0.17273631066200300,0.99920086376369,0.11811086784291500,0.9389255049172790,0.8683640917297450
18800,0.18790227436693400,0.19662311096908500,0.9824648124631490,0.01641253591515120,0.904467276064679,0.9306492824107410
18900,0.17310637849732300,0.19409384255413900,0.9988012909889220,0.08677423509652730,0.8735397048294540,0.8553089329507200
19000,0.18667412208742500,0.20575823698891300,0.9696568101644520,-0.01034800085471940,0.9254152980865910,0.9509859252721070
19100,0.17478100396692800,0.17104515185928900,0.9714424507692460,0.06839568412397060,0.9201347106136380,0.7499048987810970
19200,0.1732518883072770,0.19960373736103100,0.999670997262001,0.003248919208999720,0.9025744497193960,0.8092268116306510
19300,0.19910437893122400,0.15491296997061,0.9998277677223090,0.04207926956587470,0.8872840845724570,0.9272184424335140
19400,0.1550816788803790,0.13730557257076700,0.9993889769539240,0.0024221929779741900,0.9357857966097070,0.8762879332061860
19500,0.2071683222311550,0.1663047694019040,0.9987236140295860,0.04095753884757870,0.916592879453674,0.8837678199051880
19600,0.17930860954220400,0.16907078557414900,0.989272185601294,0.01760869353893210,0.8961134823039170,0.9236461771652100
19700,0.18055775100947400,0.1991333494806900,0.9732781480997800,-0.0000845600152388215,0.9040758906630800,0.9478712449781600
19800,0.18203153635840900,0.1965779704041780,0.966904703527689,0.11397756286896800,0.9161195484921340,0.9030179221881550
19900,0.19039276125840800,0.15565805486403400,0.9635926596820350,0.153085313810152,0.7708039248827850,0.8669918772066010
20000,0.1683879226911810,0.1699845353141430,0.9409739691764120,0.06491379099315960,0.929345806594938,0.9178713681176310
20100,0.16477876773569700,0.15789257583674000,0.9851189656183120,-0.0000757256057113409,0.9753192253410820,0.8797629913315180
20200,0.16476641315966800,0.18747192964656300,0.9771984610706570,0.0807721572346054,0.9736269344575700,0.9460755474865440
20300,0.1575218452489940,0.17887135950150000,0.9975110841915010,0.06104755523847420,0.9666817998513580,0.9263455029577020
20400,0.17529837487381900,0.17175334531930300,0.9686506101861600,0.09615231421776120,0.9307566676288840,0.9592446663882580
20500,0.19073471310548500,0.16476528608473000,0.9994558533653620,0.03644031175645070,0.8813525518635290,0.9514268133789300
20600,0.20139126136200500,0.1965052035811820,0.9997522663325070,0.046276083347038400,0.9602026748470960,0.9320932221598920
20700,0.18704881964367800,0.172800314205233,0.999508279375732,0.07213722611777480,0.8948601197917010,0.9540135194547470
20800,0.17003462970024000,0.18284297606442100,0.9598179584136230,0.04087088681990280,0.9012686911737550,0.9143864770885560
20900,0.1590659421053720,0.18405133654596300,0.9639889048412440,0.08512923488160600,0.9462629188783470,0.9177553923800590
21000,0.20858458388829600,0.17982091876911,0.9993632966652510,0.0873385391314514,0.9118882622569800,0.8832136053824800
21100,0.20919243537355200,0.17421626212308200,0.9998280499130490,0.09223769267555330,0.9052730530966070,0.956312945112586
21200,0.17225585447158700,0.166059694980504,0.9351175129413610,0.07053158673807050,0.9184104823507370,0.9495828439248730
21300,0.16545376254362100,0.1935455059283410,0.9933285545557740,0.08303894638083880,0.9166014830116180,0.8342520529986360
21400,0.18838383385445900,0.14902423071907800,0.9677597340196370,0.06823059009911960,0.8602540197316560,0.8568717669695620
21500,0.18865883362013800,0.17002376116579400,0.9988621138036250,0.05960653134388850,0.9246153545100240,0.9568726737052200
21600,0.2111450648517350,0.17332871049438800,0.969076519832015,0.0056898933835327600,0.91036794683896,0.9051567218266430
21700,0.16907840693602300,0.1576625921879900,0.9982845401391390,0.05486486840527510,0.9361763569759210,0.906383479014039
21800,0.15949901906424200,0.19477672249195200,0.9815739351324740,0.057511011662427300,0.9599459255114200,0.886790590826422
21900,0.18034937905031300,0.14745581161696500,0.9984512440860270,0.042422532627824700,0.846824943786487,0.9250627213623380
22000,0.1848161967645870,0.19672277010977300,0.9998371303081510,0.03588336455868560,0.8856586010660980,0.9464951464906340
22100,0.16198088896635500,0.16482825757702800,0.9685529144480820,0.014360894332639900,0.9037691042758520,0.9699283400550490
22200,0.1744677843817040,0.18648515356471800,0.9682007022202020,0.07925167246139610,0.9288599229184910,0.9178645906504240
22300,0.20587482186965600,0.17094419483328200,0.9975221585482360,0.04560018333722840,0.9066833483520900,0.9648422803729770
22400,0.1860306163362110,0.21890544350026200,0.9973801448941230,0.09926061314763500,0.9234136936720460,0.9213194674812260
22500,0.174665420781821,0.16704500000923900,0.9568847753107550,0.06383418582845480,0.8919095529126940,0.9215559829026460
22600,0.1990821841172870,0.19389185158070200,0.9911919301375750,0.016187438362976500,0.9369290594477210,0.8825228633359080
22700,0.1919623905705520,0.18752245599171100,0.970471229404211,0.049408651248086200,0.9368309597484770,0.8069127084454520
22800,0.17933017603354500,0.1686058599734680,0.9996790401637550,0.07082839129725470,0.9403621989768000,0.9060450523393230
22900,0.16381404269486700,0.17619568391819500,0.999886273406446,0.05381711054360490,0.9246187488315630,0.9532849676907060
23000,0.17800149266258800,0.1515601617284120,0.9997964585199950,0.052314432949060600,0.9013028969056900,0.8720630686730150
23100,0.19139578193426100,0.1479864715365690,0.971480954438448,0.0953854582621716,0.9108275279868390,0.9104062761180100
23200,0.18734495653188800,0.1642243130481800,0.9699590839445590,0.072445840225555,0.9174729264341300,0.944974698824808
23300,0.19831692514708300,0.17562214759527700,0.9995956560596820,-0.0040534259169362500,0.8849529100116340,0.9412466119974850
23400,0.1944730493123640,0.21244113394641300,0.999749818816781,0.10054731965647100,0.9260363313369450,0.9269190686754880
23500,0.19182490388630000,0.18964629535912500,0.9997860956937080,0.01878944260533900,0.9540780102834110,0.9488393077626820
23600,0.19575240218546200,0.1875888587674130,0.9984500780701640,0.09706154523883020,0.9310121331363920,0.9589454047381880
23700,0.1785584154422400,0.1676500180910810,0.9998598992824550,0.04175145551562310,0.8149181159678850,0.8724773623980580
23800,0.18962657661177200,0.17049104231409700,0.9993127547204490,0.08551652447204110,0.9153016002383080,0.9513674862682820
23900,0.20037449529627300,0.1751989317126570,0.9993589986115690,0.03384013508912180,0.8685506351757800,0.9547778801061210
24000,0.1959408053662630,0.16628541809041100,0.9996059592813250,0.08536239352542910,0.9027318169828500,0.9362650965340440
24100,0.19117587014625300,0.16903345449827600,0.9995723329484460,0.06429591547930610,0.913405105471611,0.9710051193833350
24200,0.2061027110903520,0.16963448893511700,0.9380744341760870,0.018191892479080700,0.8799720936222000,0.897160661406815
