Step,polynomial_neg-cft_noskewed - excess_loss,polynomial_uft_noskewed - excess_loss,polynomial_cft_noskewed - excess_loss,sumdot_neg-cft_skewed - excess_loss,sumdot_uft_skewed - excess_loss,sumdot_cft_skewed - excess_loss
12900,196.62588966006300,173.5535467238650,4.738155701046900,2.6244240669977100,2.1517510550362700,1.0254329000200500
13000,174.637937999907,187.38325340634300,0.09089115290414720,2.454735079265780,1.8764715149289100,0.9833829471043180
13100,143.8293451218380,201.41462111700100,0.3813981374104820,2.351473249707900,2.307394159407840,1.010817357472010
13200,176.19835321335600,222.87207903180800,0.08629922994545530,1.981417651403520,2.0433854738871300,0.9866947719029020
13300,155.6658453078500,162.71935773577000,0.11415438538505900,2.2703314009166900,2.057260245368590,1.1216859386080800
13400,185.98369750976600,165.45056995210200,1.283731494631090,2.259058312007360,1.9640262422107500,1.0650304044996000
13500,166.56422787620900,203.34498058500700,0.123671122108187,2.0498603548322400,2.133372819991340,1.008711694535760
13600,147.64886910574800,194.77125883556500,0.08156383903253650,2.19294768288022,1.9472055162702300,1.0527468431563600
13700,177.7602818080360,133.7378688267300,0.08427357787177680,2.2218551635742200,2.1456156049455900,0.9997558775402250
13800,191.55205862862700,152.16574009486600,0.12293468004181300,2.3162372362046000,1.9422391755240300,1.0574984096345400
13900,177.10141281854500,170.53336210705000,0.249725079536438,2.2729256357465500,2.0891559464590900,1.0851117520105300
14000,155.95734398251500,209.41778622581800,0.15122849004609200,2.197895031883600,1.9350122588021400,0.9631392388116750
14100,164.77178867885000,176.20895879836300,0.06336767801216670,2.303185440245130,1.9646127519153400,1.0168768405914300
14200,164.61338413783500,175.37151082356800,2.2577415511721700,2.236756792522610,2.093643024989540,0.970991952078683
14300,191.05944707961300,164.38648420061400,0.0818355361620585,2.189167395092190,2.1288617224920400,1.1207234110151000
14400,183.5335452125190,186.35274803524900,0.11653726725351200,2.3099954695928700,2.04433506102789,0.9862013589768180
14500,173.76188092912900,159.4139424641930,0.09039018168335870,2.1413741157168400,2.0958758581252300,1.1244705563499800
14600,200.80323893229200,126.16872238885800,1.7104233560108000,2.1167820430937300,1.8041801906767300,1.0993877706073600
14700,160.02101091657400,168.92692580450100,0.5979614927655180,2.2680803208124100,1.978004537309920,1.016787002200170
14800,139.75149768647700,147.36820242745500,0.18030850234485800,2.113949852898010,2.061566157568070,1.0582709267025900
14900,171.37582688104500,136.21513090587800,0.1395168920358020,2.2745954195658400,2.0848800114222900,1.0458190463838100
15000,161.8512012300040,184.63777727399600,0.06795401516414820,2.375522195725210,2.063177476610460,1.0758081254505000
15100,203.7707054501490,178.45442330496700,0.06704540224302380,2.1962371644519600,2.0248549325125600,1.0017316704704600
15200,165.04605625697500,159.97972063337100,0.061719958129383300,2.276354390098940,2.054082293737500,1.0816358906882100
15300,155.16601242792000,201.90042840866800,0.09581427347092400,2.4010625521342000,1.8586883544921900,0.9750452927180700
15400,161.53392740885400,194.99173583984400,0.12433521634056500,2.197662848518010,2.099414652869820,0.9906374204726450
15500,143.76320917038700,146.66581479027200,0.17867318760781100,2.3715843881879500,1.9409853481111100,0.9806399436224080
15600,201.63898286365300,166.76488792782700,0.06937739508492610,2.0172405469985200,1.8857299895513600,0.9503802322206040
15700,174.12778552827400,167.8896519252230,0.07659750410488670,2.289405999864850,2.043991347721650,1.0247491041819300
15800,182.04802449544300,186.5685776483450,0.1350518076192770,2.0695866312299500,1.9584206989833300,0.9647376174018500
15900,186.11297839936800,148.6773725237170,0.06512126056920910,2.1116579964047400,2.0182735488528300,1.106653508685880
16000,160.43672601609000,169.894190906343,0.07274305891423000,1.884353646777930,1.8515599341619600,1.0977051394326300
16100,200.8520484561010,148.7159220377600,0.15567941211518800,2.278369004385810,2.1255759647914300,1.068596942084180
16200,145.09274437314000,138.5365981329060,0.6699892600377400,2.1056789489019500,1.9134320531572600,1.0271706444876500
16300,185.5153596423920,139.92439255487400,0.08233145688261310,2.0631419136410700,2.011341376531690,1.085433308283490
16400,181.57525373186400,158.84698457263800,0.10271930808112700,2.0908123243422700,2.0582049914768800,1.0750772226424400
16500,198.2460655575710,188.77611229306200,0.12515585280600000,2.1259477933247900,2.1696083205086800,0.9864243257613410
16600,167.61725521995900,179.6392101469490,0.10807655056317600,2.0767265955607100,2.007973135085330,0.9828064918518070
16700,170.2135500953310,197.3661594935830,0.13433632396516300,2.04786901473999,2.149393286023820,1.098549154826570
16800,176.31390642438600,201.63726690383200,12.822091202508800,2.0704267365591900,2.0905607768467500,1.003344944545200
16900,204.52837320963500,185.20469941638800,0.44668844427381200,2.256153506324410,1.9541311718168700,1.0019901071276000
17000,186.13499988374300,146.0825433640250,0.07283684810002640,2.2748577662876700,2.034879779815670,0.991386942636399
17100,155.01561569940500,165.44798409598200,0.08788979422478450,2.1831643286205500,1.8976069041660900,1.1280563649677100
17200,174.9656744094120,179.26588163830000,0.22613116729827200,2.4458815756298200,1.8669499488104000,1.0180344059353800
17300,234.79864327567000,154.40768926711300,0.09201333565371380,2.3024261429196300,1.8778672218322800,1.0716293834504600
17400,166.6526355561760,163.02461983817000,0.7448032742454890,2.0734713736034600,2.140914403824580,1.1437412171136800
17500,136.37220081147700,179.89264787946400,0.0621850114493143,2.1759852636428100,2.126090976170130,1.0342163017817900
17600,160.032808140346,151.4945853097100,0.19228112044788500,2.247300933656240,1.8517116819109200,0.9366424991970970
17700,182.06561308361200,187.05137009393600,0.19402289135115500,2.150109758831210,2.037413687933060,0.9667931011744910
17800,162.9875717889700,207.5384765625,0.0663058647087642,2.1288082849411700,2.074892402830580,1.0353004137675000
17900,152.61339111328100,144.78643362862700,0.05880786762351080,2.2625552132016100,2.1311883971804700,0.8685658523014610
18000,181.1793436686200,142.64635765439000,0.0841691465604873,2.016244225274950,1.9651603471665200,1.064968867529010
18100,164.86492716471400,215.4402808779760,0.14290628972507700,2.4653116180783200,2.0559084801446800,1.0468135992686000
18200,209.7948207310270,152.63720005580400,0.0796128389381227,2.2524540265401200,2.0530632563999700,1.0713534445989700
18300,158.99180443173400,165.50245390392500,0.07516791579269230,2.2170545350937600,2.010869934445340,1.0268205075036900
18400,185.88355218796500,146.9027125767300,0.13223560679526600,2.315625962756930,1.9646887188866000,0.9810192198980420
18500,176.11249564034600,179.21256771995900,0.1703555839402340,2.1454290390014600,2.060569091070270,1.0837914534977500
18600,171.97789045061400,179.86476353236600,0.11224309688522700,2.2933730397905600,2.1420587494259800,1.0437805062248600
18700,171.5839823404950,150.40425967261900,1.4360457374936100,2.2336741719927100,1.9805181503295900,1.046512338093350
18800,206.9989025297620,200.63550385974700,0.12689378346715700,2.2060229392278800,2.12200048991612,1.0072846140180300
18900,186.84943498883900,144.59579525902200,0.5106451863334290,2.007901450565880,2.1286760875156900,0.9646270184289840
19000,159.65393851144000,174.10966070266000,0.4088714156832010,2.160636397770470,1.9987625122070300,0.9922051702226910
19100,194.3071036202570,157.1315967378160,0.08946416548320230,2.1855481647309800,1.9927920296078600,0.9647335211435950
19200,150.77836274646600,180.36576421828500,0.0820767499151684,1.9920718329293400,1.9434514817737400,0.9774840559278220
19300,163.18682570684500,140.56307518368700,0.06580573717753090,2.1748956589471700,1.915693932487850,1.075390120915000
19400,201.99340006510400,149.28991059802800,0.06442998207750780,2.112841442653110,2.22437808627174,1.011163398197720
19500,203.5635033017110,213.56616675967300,0.08420555321943190,2.089732029324490,1.9890234720139300,1.0736155101231200
19600,193.71463274274600,193.36934349423400,1.7517501331511000,2.1616513388497500,1.9365852219717800,1.0438087145487500
19700,187.34050932384700,176.849857875279,0.07587968721276240,2.2998898142860000,1.921140094030470,1.0508502755846300
19800,164.00966419038300,178.3032996768040,0.06568109222820830,2.1662512506757500,2.1304378509521500,1.0361595108395500
19900,164.91178240094900,184.54126645042800,0.10826805063656400,2.1081333523704900,1.9795799209958000,0.987536366780599
20000,167.5655023484000,175.14904378255200,0.07345442303589410,2.186930465698240,2.0912878626868800,1.0240637256985600
20100,160.85581345331100,194.7786350795200,0.059372679960160000,2.0146699587504100,2.148435133979430,0.9415561471666610
20200,204.01477690197200,161.04110136486200,0.16476832259269000,2.2015068145025300,1.9467778296697700,1.0798381918952600
20300,176.9011221749440,133.6720427013580,0.04868440755776000,2.3801831790379100,2.138675053914390,1.1707639535268100
20400,245.4861891973590,189.998686000279,0.07073400715986890,2.00692933400472,2.0143681389944900,0.9780435675666450
20500,154.6044407435830,164.13811093285000,0.16161364515622500,2.355152062007360,2.058096254439580,0.9696673711140950
20600,180.12539876302100,146.3787847609750,0.036525907190073100,2.116738101414270,1.9408961613973000,1.0834802309672000
20700,203.62823311942000,185.28540910993300,0.07385685131663370,2.1936948776245100,1.9368950480506500,1.0788797605605400
20800,214.33834867931500,175.43377394903300,0.052206735809644100,2.314626475742890,1.94440944762457,1.0712286949157700
20900,178.02078595842600,160.26729881649900,0.0664719609987168,2.008940410614010,2.0856434050060500,1.0319610323224700
21000,176.77372407459100,189.95977899460600,0.03727611594256900,2.146214589618500,1.9471893174307700,1.12442763873509
21100,228.95725388299900,168.0865225655690,0.050914011398951200,2.0895847502208900,2.2161434900193000,1.0468218848818800
21200,166.99914027622800,154.38304617745500,0.07795422673225400,2.333071740468340,1.9558625857035300,0.9883586906251450
21300,173.11920631045400,158.09995814732100,0.20177411749249400,2.271509075164800,1.971689224243160,1.0731061776479100
21400,191.03001360212100,158.68526727585600,0.11379202944891800,2.1046200661432200,1.9950600533258300,1.0323597658248200
21500,145.04889206659200,184.77672235398100,0.12358219141051900,2.135041672842840,1.9406122162228500,1.0009146531422900
21600,187.05110793340800,172.29850086030500,0.05646586687791920,2.2906862667628700,1.9326863288879400,1.0544028486524300
21700,164.9975803920200,178.22368629092300,0.05387625197569530,2.1891543615432000,2.041225628625780,1.0663512615930500
21800,160.2649632045200,157.0108598981590,0.5430417015438990,2.119719432649160,2.1088017872401600,1.0044031756264800
21900,176.76009172712100,148.50659877232100,0.04455521340881080,2.22312593460083,2.0033611206781300,0.9884634245009650
22000,150.49045090448300,160.38455607096400,0.10692234834035200,2.3284316108340300,1.9465210687546500,1.0531266780126700
22100,154.19616146995900,185.53369896298400,0.059561654783430600,2.2336425190880200,2.1114354951041100,1.0644607453119200
22200,169.90994437081500,159.0426993233820,0.08373111458051770,2.3158426920572900,2.2293438684372700,0.983356507619222
22300,181.61852213541700,159.01837797619000,0.0764892558256785,2.0662301199776800,2.1570229394095300,1.1260448228745200
22400,173.34225725446400,180.6079171316960,0.06510765098390130,1.9881638163612,2.1947221074785500,0.9878920895712720
22500,177.11571248372400,162.62685081845200,0.045984280960900400,2.02156191326323,2.178833280290880,1.014165955498110
22600,198.5562252952940,165.0899681454610,0.0931447582585471,2.0992411204746800,1.9534534272693500,0.9690005188896540
22700,147.80976417178200,175.4350609188990,0.11545578525179900,2.1205766677856400,2.0463118780226900,0.9881279037112280
22800,185.61179896763400,167.35162702287900,0.050987825507209400,2.1091421490623800,1.9732005573454400,1.0430617990947900
22900,177.934475562686,201.02390659877200,0.04789555782363530,1.9563245319184800,1.9816178094773100,1.0483373142424100
23000,167.35552368164100,145.53399629138800,0.04242391394717350,2.168061796824140,2.055017916361490,0.9788727805728000
23100,201.94478120349700,167.0222461518790,0.050661963508242700,2.1991808845883300,1.9436711901710100,0.936383783249628
23200,191.16141560872400,184.04593796503000,0.3427654646691820,2.143945262545630,1.9172298431396500,1.0410620802924700
23300,183.29174979073700,170.63164847237700,0.17604525174413400,2.197604011353990,2.011519005185080,0.9682589099520730
23400,172.50869402204200,170.22730160667800,0.12873619198799100,2.030952957698280,2.001306660970050,1.1495442186083100
23500,200.17100306919600,226.01381080264100,0.04642585352772760,2.1889231091453900,2.0282754943484400,1.117046088264100
23600,171.83844488234700,191.37999790736600,0.09406801646664030,1.909216258639380,2.072063936506000,1.0161812214624300
23700,189.50713500976600,152.0232200985860,0.07853727440039320,2.1969281287420400,2.0646860168093700,1.1220627012706900
23800,186.317535109747,162.78987891787600,0.09313117194743380,2.054799883706230,2.062527474902930,0.9935546080271400
23900,179.37503574916300,151.3435570126490,0.04526427920375550,2.221522435687840,2.071920381273540,1.0470181328909700
24000,208.16866280692000,185.79283272879500,0.041564223383154200,2.1426394871303000,1.978490130106610,1.0966377848670600
24100,147.29231887090800,156.7603774297810,0.07056325021244230,2.119433997926260,1.9859010060628300,1.0284073420933300
24200,200.57632707868300,161.1348118373330,0.11503317242577000,2.1820743515378000,2.0916922750927200,1.1130626633053700
24300,218.80649355933800,160.93863234747000,0.0678628792365392,2.111440149943030,2.12562232698713,1.0151775450933500
24400,130.58369634719100,167.92194533575100,0.08328642618088500,2.1277259417942600,1.99736270904541,1.0925963606153200
24500,195.46107468378000,151.95625000000000,0.04717843333880110,2.1865092958722800,1.9804088547116200,1.079408550262450
24600,180.1141139439170,183.15260213216100,0.05654732655911220,2.1477367219470800,1.9228921754019600,0.9154264881497340
24700,128.06218872070300,163.77764020647300,0.0451493250472205,2.0866028604053300,2.0374282110305100,1.073252805074060
24800,137.96959257580000,154.9661865234380,0.06287913521130880,2.0173885708763500,2.0223625455583800,1.0560279460180400
24900,168.93853236607100,214.15028424944200,0.043604695300261200,2.1178817022414400,2.015229656582790,0.987228030250186
25000,187.48674723307300,175.5546418689550,0.12921111356644400,2.2356238047281900,1.9925823756626700,1.0639425686427500
25100,168.9687999906990,187.18749099004800,0.06802075391724000,2.184410335904080,1.8817703973679300,0.9793834164029080
25200,145.49798496791300,196.39906122116800,0.08644368705295380,2.028673389979770,2.038462888626830,0.9673939477829710
25300,152.04078485398100,155.0863275437130,0.051608978850500900,2.049323931194490,1.955057112375900,1.144977821622580
25400,231.41879824683800,214.74400634765600,0.08422651163169320,2.133139705657960,2.0004959742228200,1.0024018741789300
25500,165.5307434082030,157.6627220517110,0.03964134142512370,2.089520327250160,2.0860893385750900,1.0187303974514900
25600,160.12886614118300,140.88983444940500,0.06128946698847270,2.2764927319118000,1.9498978751046300,1.0263566062563900
